level	skiplist 0.5	skiplist 0.1	skiplist 0.9
10	10		3		65
11	10		2		83
12	13		3		85
13	14		4		89
14	17		4		91
15	17		4		109
16	16		4		133
17	15		4		115
18	20		6		121
19	18		5		143
20	19		8		140
21	21		7		148
22	28		6		149
23	23		7		174
24	23		8		168
25	27		7		175
26	28		7		166
27	26		

